Customer Number,Shipper,Location,Effective Date,Label Type,Product,Weight,Zone,Cost,Rate Type
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1392,4,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1392,5,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1392,6,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1392,7,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1392,8,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1408,1,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1408,2,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1408,3,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1408,4,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1408,5,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1408,6,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1408,7,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1408,8,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1424,1,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1424,2,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1424,3,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1424,4,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1424,5,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1424,6,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1424,7,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1424,8,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1440,1,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1440,2,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1440,3,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1440,4,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1440,5,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1440,6,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1440,7,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1440,8,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1456,1,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1456,2,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1456,3,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1456,4,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1456,5,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1456,6,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1456,7,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1456,8,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1472,1,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1472,2,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1472,3,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1472,4,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1472,5,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1472,6,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1472,7,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1472,8,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1488,1,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1488,2,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1488,3,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1488,4,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1488,5,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1488,6,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1488,7,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1488,8,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1504,1,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1504,2,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1504,3,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1504,4,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1504,5,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1504,6,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1504,7,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1504,8,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1520,1,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1520,2,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1520,3,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1520,4,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1520,5,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1520,6,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1520,7,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1520,8,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1536,1,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1536,2,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1536,3,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1536,4,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1536,5,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1536,6,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1536,7,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1536,8,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1552,1,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1552,2,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1552,3,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1552,4,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1552,5,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1552,6,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1552,7,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1552,8,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1568,1,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1568,2,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1568,3,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1568,4,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1568,5,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1568,6,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1568,7,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1568,8,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1584,1,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1584,2,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1584,3,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1584,4,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1584,5,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1584,6,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1584,7,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1584,8,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1600,1,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1600,2,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1600,3,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1600,4,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1600,5,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1600,6,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1600,7,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1600,8,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1616,1,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1616,2,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1616,3,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1616,4,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1616,5,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1616,6,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1616,7,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1616,8,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1632,1,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1632,2,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1632,3,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1632,4,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1632,5,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1632,6,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1632,7,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1632,8,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1648,1,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1648,2,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1648,3,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1648,4,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1648,5,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1648,6,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1648,7,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1648,8,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1664,1,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1664,2,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1664,3,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1664,4,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1664,5,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1664,6,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1664,7,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1664,8,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1680,1,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1680,2,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1680,3,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1680,4,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1680,5,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1680,6,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1680,7,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1680,8,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1696,1,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1696,2,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1696,3,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1696,4,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1696,5,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1696,6,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1696,7,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1696,8,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1712,1,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1712,2,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1712,3,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1712,4,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1712,5,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1712,6,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1712,7,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1712,8,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1728,1,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1728,2,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1728,3,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1728,4,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1728,5,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1728,6,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1728,7,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1728,8,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1744,1,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1744,2,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1744,3,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1744,4,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1744,5,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1744,6,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1744,7,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1744,8,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1760,1,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1760,2,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1760,3,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1760,4,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1760,5,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1760,6,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1760,7,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1760,8,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1776,1,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1776,2,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1776,3,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1776,4,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1776,5,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1776,6,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1776,7,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1776,8,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1792,1,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1792,2,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1792,3,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1792,4,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1792,5,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1792,6,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1792,7,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1792,8,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1808,1,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1808,2,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1808,3,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1808,4,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1808,5,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1808,6,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1808,7,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1808,8,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1824,1,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1824,2,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1824,3,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1824,4,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1824,5,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1824,6,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1824,7,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1824,8,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1840,1,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1840,2,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1840,3,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1840,4,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1840,5,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1840,6,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1840,7,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1840,8,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1856,1,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1856,2,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1856,3,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1856,4,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1856,5,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1856,6,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1856,7,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1856,8,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1872,1,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1872,2,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1872,3,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1872,4,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1872,5,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1872,6,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1872,7,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1872,8,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1888,1,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1888,2,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1888,3,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1888,4,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1888,5,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1888,6,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1888,7,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1888,8,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1904,1,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1904,2,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1904,3,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1904,4,,R
,ONTRAC,,Delete,Xparcel_Priority,ONTRAC_Ground_RegionalParcelDelivery,1904,5,,R
