Custom Setup ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60
Customer,Piccard Pet Supplies,,,Avg Weekly Volume,,,,,,,Product Mapping for Forge,,,,,,Rates,,,,,,,,,,,Best Rate using lowest Cost,,,,,,,,,,,,Forge to Forge Price Transfer,,,,,,,,,,,,,,,,,,,,
# of Darwin Accounts,,,,Priority,EXP Plus,Expedited,Ground,,,,Priority,EXP Plus,Expedited,Ground,,UID,Call type,Shipper Code,Weight ,Zone,FMD,Costs,Base,Mapping Rate,Active Rates,Carrier Status,,Call Type,Carrier,Weight ,Zone,Mapping ,Active,Volume,Active Costs,USPS,Tech Fee,UID,,Effective Date,Customer ID,Shipper,Location,Label Type,Product,Weight,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,M
,,,,,,,,,,,,,,,,GroundDHL-M320&4,Ground,DHL-M,320,4,0.05631469979296044,22.790000000000003,24.15,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M336&4,Ground,DHL-M,336,4,0.0590598633989553,23.42,24.89,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M352&4,Ground,DHL-M,352,4,0.05727554179566552,24.360000000000003,25.84,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M368&4,Ground,DHL-M,368,4,0.0568011958146486,25.240000000000006,26.76,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M384&4,Ground,DHL-M,384,4,0.05975521958243324,26.120000000000005,27.78,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M400&4,Ground,DHL-M,400,4,0.11402359108781113,27.040000000000003,30.52,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M1&5,Ground,DHL-M,1,5,0.08146766169154229,3.6924999999999994,4.02,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M2&5,Ground,DHL-M,2,5,0.07835820895522383,3.7049999999999996,4.02,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M3&5,Ground,DHL-M,3,5,0.07773631840796025,3.7074999999999996,4.02,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M4&5,Ground,DHL-M,4,5,0.07711442786069655,3.7099999999999995,4.02,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M5&5,Ground,DHL-M,5,5,0.08069977426636565,4.0725,4.43,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M6&5,Ground,DHL-M,6,5,0.08013544018058705,4.074999999999999,4.43,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M7&5,Ground,DHL-M,7,5,0.07957110609480811,4.0775,4.43,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M8&5,Ground,DHL-M,8,5,0.0790067720090295,4.079999999999999,4.43,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M9&5,Ground,DHL-M,9,5,0.0868932038834953,4.7025,5.15,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M10&5,Ground,DHL-M,10,5,0.08446601941747567,4.715000000000001,5.15,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M11&5,Ground,DHL-M,11,5,0.08398058252427187,4.7175,5.15,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M12&5,Ground,DHL-M,12,5,0.08349514563106786,4.720000000000001,5.15,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M13&5,Ground,DHL-M,13,5,0.09108231707317072,5.9624999999999995,6.56,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M14&5,Ground,DHL-M,14,5,0.09070121951219512,5.965,6.56,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M15&5,Ground,DHL-M,15,5,0.09032012195121952,5.967499999999999,6.56,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M15.99&5,Ground,DHL-M,15.99,5,0.12043064024390226,5.7699750000000005,6.56,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M16&5,Ground,DHL-M,16,5,0.2296395193591455,5.7700000000000005,7.49,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M32&5,Ground,DHL-M,32,5,-0.04106280193236711,8.62,8.28,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M48&5,Ground,DHL-M,48,5,-0.07800650054171143,9.949999999999998,9.23,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M64&5,Ground,DHL-M,64,5,-0.18686868686868685,11.75,9.9,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M80&5,Ground,DHL-M,80,5,-0.2245266005410278,13.579999999999998,11.09,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M96&5,Ground,DHL-M,96,5,-0.2514056224899599,15.58,12.45,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M112&5,Ground,DHL-M,112,5,-0.3121845710165829,18.200000000000003,13.87,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M128&5,Ground,DHL-M,128,5,-0.33178807947019884,20.110000000000003,15.1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M144&5,Ground,DHL-M,144,5,-0.3460122699386503,21.94,16.3,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M160&5,Ground,DHL-M,160,5,-0.3586088939566707,23.830000000000002,17.54,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M176&5,Ground,DHL-M,176,5,-0.3718700053276507,25.750000000000004,18.77,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M192&5,Ground,DHL-M,192,5,-0.3816908454227117,27.620000000000005,19.99,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M208&5,Ground,DHL-M,208,5,-0.39085337105139106,29.500000000000004,21.21,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M224&5,Ground,DHL-M,224,5,-0.39892904953145925,31.35,22.41,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M240&5,Ground,DHL-M,240,5,-0.40185341196293156,33.279999999999994,23.74,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M256&5,Ground,DHL-M,256,5,-0.4071856287425146,35.24999999999999,25.05,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M272&5,Ground,DHL-M,272,5,-0.4077155824508316,37.21999999999999,26.44,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M288&5,Ground,DHL-M,288,5,-0.4133333333333331,39.21999999999999,27.75,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M304&5,Ground,DHL-M,304,5,-0.41506189821182926,41.14999999999999,29.08,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M320&5,Ground,DHL-M,320,5,-0.42093100033014164,43.03999999999999,30.29,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M336&5,Ground,DHL-M,336,5,-0.425063775510204,44.69,31.36,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M352&5,Ground,DHL-M,352,5,-0.43084943268935905,46.66,32.61,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M368&5,Ground,DHL-M,368,5,-0.43642814902424587,48.58,33.82,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M384&5,Ground,DHL-M,384,5,-0.43764236902050113,50.489999999999995,35.12,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M400&5,Ground,DHL-M,400,5,-0.3422062963910928,52.44,39.07,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M1&6,Ground,DHL-M,1,6,0.08211678832116809,3.7724999999999995,4.11,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M2&6,Ground,DHL-M,2,6,0.07907542579075444,3.7849999999999997,4.11,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M3&6,Ground,DHL-M,3,6,0.07846715328467169,3.7874999999999996,4.11,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M4&6,Ground,DHL-M,4,6,0.07785888077858893,3.7899999999999996,4.11,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M5&6,Ground,DHL-M,5,6,0.07997762863534674,4.1125,4.47,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M6&6,Ground,DHL-M,6,6,0.07941834451901575,4.114999999999999,4.47,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M7&6,Ground,DHL-M,7,6,0.07885906040268453,4.1175,4.47,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M8&6,Ground,DHL-M,8,6,0.07829977628635354,4.119999999999999,4.47,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M9&6,Ground,DHL-M,9,6,0.08975563909774431,4.8425,5.32,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M10&6,Ground,DHL-M,10,6,0.08740601503759393,4.855,5.32,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M11&6,Ground,DHL-M,11,6,0.08693609022556392,4.8575,5.32,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M12&6,Ground,DHL-M,12,6,0.0864661654135338,4.86,5.32,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M13&6,Ground,DHL-M,13,6,0.0938880706921944,6.1525,6.79,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M14&6,Ground,DHL-M,14,6,0.093519882179676,6.155,6.79,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M15&6,Ground,DHL-M,15,6,0.09315169366715759,6.1575,6.79,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M15.99&6,Ground,DHL-M,15.99,6,0.12224226804123717,5.959975,6.79,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M16&6,Ground,DHL-M,16,6,0.2921615201900237,5.96,8.42,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M32&6,Ground,DHL-M,32,6,-0.00827300930713526,9.749999999999998,9.67,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M48&6,Ground,DHL-M,48,6,-0.14083175803402637,12.069999999999999,10.58,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M64&6,Ground,DHL-M,64,6,-0.27077747989276135,14.219999999999999,11.19,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M80&6,Ground,DHL-M,80,6,-0.3558484349258648,16.46,12.14,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M96&6,Ground,DHL-M,96,6,-0.3138686131386863,18,13.7,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M112&6,Ground,DHL-M,112,6,-0.3789954337899546,21.140000000000004,15.33,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M128&6,Ground,DHL-M,128,6,-0.3953488372093026,23.400000000000002,16.77,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M144&6,Ground,DHL-M,144,6,-0.40836543753439747,25.590000000000003,18.17,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M160&6,Ground,DHL-M,160,6,-0.4170061099796334,27.830000000000002,19.64,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M176&6,Ground,DHL-M,176,6,-0.42836812144212555,30.110000000000003,21.08,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M192&6,Ground,DHL-M,192,6,-0.43841707425522447,32.349999999999994,22.49,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M208&6,Ground,DHL-M,208,6,-0.4446301713330547,34.57,23.93,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M224&6,Ground,DHL-M,224,6,-0.4508875739644971,36.78,25.35,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M240&6,Ground,DHL-M,240,6,-0.45495160089352193,39.08,26.86,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M256&6,Ground,DHL-M,256,6,-0.45825995068686143,41.4,28.39,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M272&6,Ground,DHL-M,272,6,-0.4581527175725242,43.73,29.99,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M288&6,Ground,DHL-M,288,6,-0.4620755315772769,46.06999999999999,31.51,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M304&6,Ground,DHL-M,304,6,-0.46323751891074116,48.35999999999999,33.05,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M320&6,Ground,DHL-M,320,6,-0.467091910698753,50.599999999999994,34.49,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M336&6,Ground,DHL-M,336,6,-0.471212968138625,52.64,35.78,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M352&6,Ground,DHL-M,352,6,-0.4767535608707336,54.949999999999996,37.21,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M368&6,Ground,DHL-M,368,6,-0.48046571798188875,57.22,38.65,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M384&6,Ground,DHL-M,384,6,-0.39755639097744355,59.48,42.56,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M400&6,Ground,DHL-M,400,6,-0.27803061646669414,61.779999999999994,48.34,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M1&7,Ground,DHL-M,1,7,0.08770883054892631,3.8224999999999993,4.19,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M2&7,Ground,DHL-M,2,7,0.08472553699284024,3.8349999999999995,4.19,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M3&7,Ground,DHL-M,3,7,0.08412887828162308,3.8374999999999995,4.19,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M4&7,Ground,DHL-M,4,7,0.08353221957040591,3.8399999999999994,4.19,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M5&7,Ground,DHL-M,5,7,0.0829670329670329,4.1725,4.55,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M6&7,Ground,DHL-M,6,7,0.08241758241758246,4.175,4.55,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M7&7,Ground,DHL-M,7,7,0.0818681318681318,4.1775,4.55,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M8&7,Ground,DHL-M,8,7,0.0769230769230771,4.199999999999999,4.55,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M9&7,Ground,DHL-M,9,7,0.0912844036697249,4.9525,5.45,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M10&7,Ground,DHL-M,10,7,0.08899082568807326,4.965000000000001,5.45,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M11&7,Ground,DHL-M,11,7,0.08853211009174311,4.9675,5.45,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M12&7,Ground,DHL-M,12,7,0.08807339449541274,4.970000000000001,5.45,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M13&7,Ground,DHL-M,13,7,0.09446839080459768,6.3025,6.96,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M14&7,Ground,DHL-M,14,7,0.09410919540229878,6.305000000000001,6.96,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M15&7,Ground,DHL-M,15,7,0.09375,6.3075,6.96,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M15.99&7,Ground,DHL-M,15.99,7,0.12213002873563217,6.109975,6.96,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M16&7,Ground,DHL-M,16,7,0.29200463499420626,6.11,8.63,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M32&7,Ground,DHL-M,32,7,0.018018018018018167,9.809999999999999,9.99,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M48&7,Ground,DHL-M,48,7,-0.08429458740017748,12.219999999999999,11.27,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M64&7,Ground,DHL-M,64,7,-0.19224422442244227,14.45,12.12,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M80&7,Ground,DHL-M,80,7,-0.2811306340718107,16.770000000000003,13.09,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M96&7,Ground,DHL-M,96,7,-0.3651245551601423,19.18,14.05,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M112&7,Ground,DHL-M,112,7,-0.29538645895745974,21.620000000000005,16.69,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M128&7,Ground,DHL-M,128,7,-0.30786026200873384,23.960000000000004,18.32,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M144&7,Ground,DHL-M,144,7,-0.31726907630522083,26.240000000000002,19.92,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M160&7,Ground,DHL-M,160,7,-0.32452480296708397,28.57,21.57,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M176&7,Ground,DHL-M,176,7,-0.33347713546160507,30.910000000000004,23.18,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M192&7,Ground,DHL-M,192,7,-0.33910592025775244,33.24999999999999,24.83,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M208&7,Ground,DHL-M,208,7,-0.3444234404536861,35.559999999999995,26.45,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M224&7,Ground,DHL-M,224,7,-0.34853884533143265,37.839999999999996,28.06,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M240&7,Ground,DHL-M,240,7,-0.3510245213301981,40.22,29.77,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M256&7,Ground,DHL-M,256,7,-0.3525864804823864,42.62,31.51,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M272&7,Ground,DHL-M,272,7,-0.35144057623049196,45.029999999999994,33.32,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M288&7,Ground,DHL-M,288,7,-0.3563875392969418,47.459999999999994,34.99,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M304&7,Ground,DHL-M,304,7,-0.3554528147946694,49.839999999999996,36.77,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M320&7,Ground,DHL-M,320,7,-0.3590411672746219,52.15999999999999,38.38,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M336&7,Ground,DHL-M,336,7,-0.3613550815558344,54.25,39.85,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M352&7,Ground,DHL-M,352,7,-0.3663533381537718,56.69,41.49,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GroundDHL-M368&7,Ground,DHL-M,368,7,-0.3617070357554786,59.029999999999994,43.35,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
