Piccard Pet Supplies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XPARCEL,,,,,Volume based on:,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#VALUE!,,,,,,,,,,,1,2,3,4,5,6,7,8,,,Discount Adjustment ,,,,,,,,,,Proposed CY Rate,,,,,,,,,,CY Best Rate Margin,,,,,,,,,,CY USPS Customer Discount,,,,,,,,,CY USPS,,,,,,,,,,CY Base Rate,,,,,,,,,,,CY Cost,,,,,,,,,,Horizontal Parity ,,,,,,,,,,Horizontal Parity (Individual Products),,,,,,,,,,FM Discount off Base,,,,,,,,,CY Tech Fee,,,,,,,,,,,% Change in Cost Override & Flipper Box,,,,,,,,,,USPS Negative Discounts & Flipper Box,,,,,,,,,,Parity with Expedited,,,,,,,,,,CY PODGA,,,,,,,,,,Fuel Surcharge Factor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,3,-,0,0,0,0,0,0,0,0,,3,,,,,,,,,,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,  ,  ,  ,  ,  ,  ,  ,  ,,3,,,,,,,,,,3,,,,,,,,,,3,,,,,,,,,,3,,,,,,,,,,3,,,,,,,,,,3, -   , -   , -   , -   , -   , -   , -   , -   ,,3, -   , -   , -   , -   , -   , -   , -   , -   ,,3,0%,0%,0%,0%,0%,0%,0%,0%,,3,,,,,,,,,,3,,,,,,,,,,3,,,,,,,,,,3,,,,,,,,,,3,  ,  ,  ,  ,  ,  ,  ,  ,,3,,,,,,,,,,3,,,,,,,,,,3,  ,  ,  ,  ,  ,  ,  ,  ,,3,  ,  ,  ,  ,  ,  ,  ,  ,,3,,,,,,,,,,NGS,No,1.055,,3,  ,  ,  ,  ,  ,  ,  ,  ,,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,3, -   , -   , -   , -   , -   , -   , -   , -   ,,3, -   , -   , -   , -   , -   , -   , -   , -   ,,3,  ,  ,  ,  ,  ,  ,  ,  ,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,4,-,0,0,0,0,0,0,0,0,,4,,,,,,,,,,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,  ,  ,  ,  ,  ,  ,  ,  ,,4,,,,,,,,,,4,,,,,,,,,,4,,,,,,,,,,4,,,,,,,,,,4,,,,,,,,,,4, -   , -   , -   , -   , -   , -   , -   , -   ,,4, -   , -   , -   , -   , -   , -   , -   , -   ,,4,0%,0%,0%,0%,0%,0%,0%,0%,,4,,,,,,,,,,4,,,,,,,,,,4,,,,,,,,,,4,,,,,,,,,,4,  ,  ,  ,  ,  ,  ,  ,  ,,4,,,,,,,,,,4,,,,,,,,,,4,  ,  ,  ,  ,  ,  ,  ,  ,,4,  ,  ,  ,  ,  ,  ,  ,  ,,4,,,,,,,,,,NGS,No,1.055,,4,  ,  ,  ,  ,  ,  ,  ,  ,,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,4, -   , -   , -   , -   , -   , -   , -   , -   ,,4, -   , -   , -   , -   , -   , -   , -   , -   ,,4,  ,  ,  ,  ,  ,  ,  ,  ,,4,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,5,-,0,0,0,0,0,0,0,0,,5,,,,,,,,,,5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,  ,  ,  ,  ,  ,  ,  ,  ,,5,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,5, -   , -   , -   , -   , -   , -   , -   , -   ,,5, -   , -   , -   , -   , -   , -   , -   , -   ,,5,0%,0%,0%,0%,0%,0%,0%,0%,,5,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,5,  ,  ,  ,  ,  ,  ,  ,  ,,5,,,,,,,,,,5,,,,,,,,,,5,  ,  ,  ,  ,  ,  ,  ,  ,,5,  ,  ,  ,  ,  ,  ,  ,  ,,5,,,,,,,,,,NGS,No,1.055,,5,  ,  ,  ,  ,  ,  ,  ,  ,,5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,5, -   , -   , -   , -   , -   , -   , -   , -   ,,5, -   , -   , -   , -   , -   , -   , -   , -   ,,5,  ,  ,  ,  ,  ,  ,  ,  ,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6,-,0,0,0,0,0,0,0,0,,6,,,,,,,,,,6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,  ,  ,  ,  ,  ,  ,  ,  ,,6,,,,,,,,,,6,,,,,,,,,,6,,,,,,,,,,6,,,,,,,,,,6,,,,,,,,,,6, -   , -   , -   , -   , -   , -   , -   , -   ,,6, -   , -   , -   , -   , -   , -   , -   , -   ,,6,0%,0%,0%,0%,0%,0%,0%,0%,,6,,,,,,,,,,6,,,,,,,,,,6,,,,,,,,,,6,,,,,,,,,,6,  ,  ,  ,  ,  ,  ,  ,  ,,6,,,,,,,,,,6,,,,,,,,,,6,  ,  ,  ,  ,  ,  ,  ,  ,,6,  ,  ,  ,  ,  ,  ,  ,  ,,6,,,,,,,,,,NGS,No,1.055,,6,  ,  ,  ,  ,  ,  ,  ,  ,,6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,6, -   , -   , -   , -   , -   , -   , -   , -   ,,6, -   , -   , -   , -   , -   , -   , -   , -   ,,6,  ,  ,  ,  ,  ,  ,  ,  ,,6,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,7,-,0,0,0,0,0,0,0,0,,7,,,,,,,,,,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,  ,  ,  ,  ,  ,  ,  ,  ,,7,,,,,,,,,,7,,,,,,,,,,7,,,,,,,,,,7,,,,,,,,,,7,,,,,,,,,,7, -   , -   , -   , -   , -   , -   , -   , -   ,,7, -   , -   , -   , -   , -   , -   , -   , -   ,,7,0%,0%,0%,0%,0%,0%,0%,0%,,7,,,,,,,,,,7,,,,,,,,,,7,,,,,,,,,,7,,,,,,,,,,7,  ,  ,  ,  ,  ,  ,  ,  ,,7,,,,,,,,,,7,,,,,,,,,,7,  ,  ,  ,  ,  ,  ,  ,  ,,7,  ,  ,  ,  ,  ,  ,  ,  ,,7,,,,,,,,,,NGS,No,1.055,,7,  ,  ,  ,  ,  ,  ,  ,  ,,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,7, -   , -   , -   , -   , -   , -   , -   , -   ,,7, -   , -   , -   , -   , -   , -   , -   , -   ,,7,  ,  ,  ,  ,  ,  ,  ,  ,,7,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,8,-,0,0,0,0,0,0,0,0,,8,,,,,,,,,,8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,  ,  ,  ,  ,  ,  ,  ,  ,,8,,,,,,,,,,8,,,,,,,,,,8,,,,,,,,,,8,,,,,,,,,,8,,,,,,,,,,8, -   , -   , -   , -   , -   , -   , -   , -   ,,8, -   , -   , -   , -   , -   , -   , -   , -   ,,8,0%,0%,0%,0%,0%,0%,0%,0%,,8,,,,,,,,,,8,,,,,,,,,,8,,,,,,,,,,8,,,,,,,,,,8,  ,  ,  ,  ,  ,  ,  ,  ,,8,,,,,,,,,,8,,,,,,,,,,8,  ,  ,  ,  ,  ,  ,  ,  ,,8,  ,  ,  ,  ,  ,  ,  ,  ,,8,,,,,,,,,,NGS,No,1.055,,8,  ,  ,  ,  ,  ,  ,  ,  ,,8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,8, -   , -   , -   , -   , -   , -   , -   , -   ,,8, -   , -   , -   , -   , -   , -   , -   , -   ,,8,  ,  ,  ,  ,  ,  ,  ,  ,,8,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,9,-,0,0,0,0,0,0,0,0,,9,,,,,,,,,,9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,  ,  ,  ,  ,  ,  ,  ,  ,,9,,,,,,,,,,9,,,,,,,,,,9,,,,,,,,,,9,,,,,,,,,,9,,,,,,,,,,9, -   , -   , -   , -   , -   , -   , -   , -   ,,9, -   , -   , -   , -   , -   , -   , -   , -   ,,9,0%,0%,0%,0%,0%,0%,0%,0%,,9,,,,,,,,,,9,,,,,,,,,,9,,,,,,,,,,9,,,,,,,,,,9,  ,  ,  ,  ,  ,  ,  ,  ,,9,,,,,,,,,,9,,,,,,,,,,9,  ,  ,  ,  ,  ,  ,  ,  ,,9,  ,  ,  ,  ,  ,  ,  ,  ,,9,,,,,,,,,,NGS,No,1.055,,9,  ,  ,  ,  ,  ,  ,  ,  ,,9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,9, -   , -   , -   , -   , -   , -   , -   , -   ,,9, -   , -   , -   , -   , -   , -   , -   , -   ,,9,  ,  ,  ,  ,  ,  ,  ,  ,,9,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,10,-,0,0,0,0,0,0,0,0,,10,,,,,,,,,,10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,  ,  ,  ,  ,  ,  ,  ,  ,,10,,,,,,,,,,10,,,,,,,,,,10,,,,,,,,,,10,,,,,,,,,,10,,,,,,,,,,10, -   , -   , -   , -   , -   , -   , -   , -   ,,10, -   , -   , -   , -   , -   , -   , -   , -   ,,10,0%,0%,0%,0%,0%,0%,0%,0%,,10,,,,,,,,,,10,,,,,,,,,,10,,,,,,,,,,10,,,,,,,,,,10,  ,  ,  ,  ,  ,  ,  ,  ,,10,,,,,,,,,,10,,,,,,,,,,10,  ,  ,  ,  ,  ,  ,  ,  ,,10,  ,  ,  ,  ,  ,  ,  ,  ,,10,,,,,,,,,,NGS,No,1.055,,10,  ,  ,  ,  ,  ,  ,  ,  ,,10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,10, -   , -   , -   , -   , -   , -   , -   , -   ,,10, -   , -   , -   , -   , -   , -   , -   , -   ,,10,  ,  ,  ,  ,  ,  ,  ,  ,,10,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,11,-,0,0,0,0,0,0,0,0,,11,,,,,,,,,,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,  ,  ,  ,  ,  ,  ,  ,  ,,11,,,,,,,,,,11,,,,,,,,,,11,,,,,,,,,,11,,,,,,,,,,11,,,,,,,,,,11, -   , -   , -   , -   , -   , -   , -   , -   ,,11, -   , -   , -   , -   , -   , -   , -   , -   ,,11,0%,0%,0%,0%,0%,0%,0%,0%,,11,,,,,,,,,,11,,,,,,,,,,11,,,,,,,,,,11,,,,,,,,,,11,  ,  ,  ,  ,  ,  ,  ,  ,,11,,,,,,,,,,11,,,,,,,,,,11,  ,  ,  ,  ,  ,  ,  ,  ,,11,  ,  ,  ,  ,  ,  ,  ,  ,,11,,,,,,,,,,NGS,No,1.055,,11,  ,  ,  ,  ,  ,  ,  ,  ,,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,11, -   , -   , -   , -   , -   , -   , -   , -   ,,11, -   , -   , -   , -   , -   , -   , -   , -   ,,11,  ,  ,  ,  ,  ,  ,  ,  ,,11,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,12,-,0,0,0,0,0,0,0,0,,12,,,,,,,,,,12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,  ,  ,  ,  ,  ,  ,  ,  ,,12,,,,,,,,,,12,,,,,,,,,,12,,,,,,,,,,12,,,,,,,,,,12,,,,,,,,,,12, -   , -   , -   , -   , -   , -   , -   , -   ,,12, -   , -   , -   , -   , -   , -   , -   , -   ,,12,0%,0%,0%,0%,0%,0%,0%,0%,,12,,,,,,,,,,12,,,,,,,,,,12,,,,,,,,,,12,,,,,,,,,,12,  ,  ,  ,  ,  ,  ,  ,  ,,12,,,,,,,,,,12,,,,,,,,,,12,  ,  ,  ,  ,  ,  ,  ,  ,,12,  ,  ,  ,  ,  ,  ,  ,  ,,12,,,,,,,,,,NGS,No,1.055,,12,  ,  ,  ,  ,  ,  ,  ,  ,,12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,12, -   , -   , -   , -   , -   , -   , -   , -   ,,12, -   , -   , -   , -   , -   , -   , -   , -   ,,12,  ,  ,  ,  ,  ,  ,  ,  ,,12,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,13,-,0,0,0,0,0,0,0,0,,13,,,,,,,,,,13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,  ,  ,  ,  ,  ,  ,  ,  ,,13,,,,,,,,,,13,,,,,,,,,,13,,,,,,,,,,13,,,,,,,,,,13,,,,,,,,,,13, -   , -   , -   , -   , -   , -   , -   , -   ,,13, -   , -   , -   , -   , -   , -   , -   , -   ,,13,0%,0%,0%,0%,0%,0%,0%,0%,,13,,,,,,,,,,13,,,,,,,,,,13,,,,,,,,,,13,,,,,,,,,,13,  ,  ,  ,  ,  ,  ,  ,  ,,13,,,,,,,,,,13,,,,,,,,,,13,  ,  ,  ,  ,  ,  ,  ,  ,,13,  ,  ,  ,  ,  ,  ,  ,  ,,13,,,,,,,,,,NGS,No,1.055,,13,  ,  ,  ,  ,  ,  ,  ,  ,,13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,13, -   , -   , -   , -   , -   , -   , -   , -   ,,13, -   , -   , -   , -   , -   , -   , -   , -   ,,13,  ,  ,  ,  ,  ,  ,  ,  ,,13,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,14,-,0,0,0,0,0,0,0,0,,14,,,,,,,,,,14,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,  ,  ,  ,  ,  ,  ,  ,  ,,14,,,,,,,,,,14,,,,,,,,,,14,,,,,,,,,,14,,,,,,,,,,14,,,,,,,,,,14, -   , -   , -   , -   , -   , -   , -   , -   ,,14, -   , -   , -   , -   , -   , -   , -   , -   ,,14,0%,0%,0%,0%,0%,0%,0%,0%,,14,,,,,,,,,,14,,,,,,,,,,14,,,,,,,,,,14,,,,,,,,,,14,  ,  ,  ,  ,  ,  ,  ,  ,,14,,,,,,,,,,14,,,,,,,,,,14,  ,  ,  ,  ,  ,  ,  ,  ,,14,  ,  ,  ,  ,  ,  ,  ,  ,,14,,,,,,,,,,NGS,No,1.055,,14,  ,  ,  ,  ,  ,  ,  ,  ,,14,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,14, -   , -   , -   , -   , -   , -   , -   , -   ,,14, -   , -   , -   , -   , -   , -   , -   , -   ,,14,  ,  ,  ,  ,  ,  ,  ,  ,,14,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,15,-,0,0,0,0,0,0,0,0,,15,,,,,,,,,,15,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,  ,  ,  ,  ,  ,  ,  ,  ,,15,,,,,,,,,,15,,,,,,,,,,15,,,,,,,,,,15,,,,,,,,,,15,,,,,,,,,,15, -   , -   , -   , -   , -   , -   , -   , -   ,,15, -   , -   , -   , -   , -   , -   , -   , -   ,,15,0%,0%,0%,0%,0%,0%,0%,0%,,15,,,,,,,,,,15,,,,,,,,,,15,,,,,,,,,,15,,,,,,,,,,15,  ,  ,  ,  ,  ,  ,  ,  ,,15,,,,,,,,,,15,,,,,,,,,,15,  ,  ,  ,  ,  ,  ,  ,  ,,15,  ,  ,  ,  ,  ,  ,  ,  ,,15,,,,,,,,,,NGS,No,1.055,,15,  ,  ,  ,  ,  ,  ,  ,  ,,15,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,15, -   , -   , -   , -   , -   , -   , -   , -   ,,15, -   , -   , -   , -   , -   , -   , -   , -   ,,15,  ,  ,  ,  ,  ,  ,  ,  ,,15,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,15.99,-,0,0,0,0,0,0,0,0,,15.99,,,,,,,,,,15.99,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,  ,  ,  ,  ,  ,  ,  ,  ,,15.99,,,,,,,,,,15.99,,,,,,,,,,15.99,,,,,,,,,,15.99,,,,,,,,,,15.99,,,,,,,,,,15.99, -   , -   , -   , -   , -   , -   , -   , -   ,,15.99, -   , -   , -   , -   , -   , -   , -   , -   ,,15.99,0%,0%,0%,0%,0%,0%,0%,0%,,15.99,,,,,,,,,,15.99,,,,,,,,,,15.99,,,,,,,,,,15.99,,,,,,,,,,15.99,  ,  ,  ,  ,  ,  ,  ,  ,,15.99,,,,,,,,,,15.99,,,,,,,,,,15.99,  ,  ,  ,  ,  ,  ,  ,  ,,15.99,  ,  ,  ,  ,  ,  ,  ,  ,,15.99,,,,,,,,,,NGS,No,1.055,,15.99,  ,  ,  ,  ,  ,  ,  ,  ,,15.99,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,15.99, -   , -   , -   , -   , -   , -   , -   , -   ,,15.99, -   , -   , -   , -   , -   , -   , -   , -   ,,15.99,  ,  ,  ,  ,  ,  ,  ,  ,,15.99,,,,,,,,,,15.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,16,-,0,0,0,0,0,0,0,0,,16,,,,,,,,,,16,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,  ,  ,  ,  ,  ,  ,  ,  ,,16,,,,,,,,,,16,,,,,,,,,,16,,,,,,,,,,16,,,,,,,,,,16,,,,,,,,,,16, -   , -   , -   , -   , -   , -   , -   , -   ,,16, -   , -   , -   , -   , -   , -   , -   , -   ,,16,0%,0%,0%,0%,0%,0%,0%,0%,,16,,,,,,,,,,16,,,,,,,,,,16,,,,,,,,,,16,,,,,,,,,,16,  ,  ,  ,  ,  ,  ,  ,  ,,16,,,,,,,,,,16,,,,,,,,,,16,  ,  ,  ,  ,  ,  ,  ,  ,,16,  ,  ,  ,  ,  ,  ,  ,  ,,16,,,,,,,,,,NGS,No,1.055,,16,  ,  ,  ,  ,  ,  ,  ,  ,,16,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,16, -   , -   , -   , -   , -   , -   , -   , -   ,,16, -   , -   , -   , -   , -   , -   , -   , -   ,,16,  ,  ,  ,  ,  ,  ,  ,  ,,16,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,32,-,0,0,0,0,0,0,0,0,,32,,,,,,,,,,32,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,  ,  ,  ,  ,  ,  ,  ,  ,,32,,,,,,,,,,32,,,,,,,,,,32,,,,,,,,,,32,,,,,,,,,,32,,,,,,,,,,32, -   , -   , -   , -   , -   , -   , -   , -   ,,32, -   , -   , -   , -   , -   , -   , -   , -   ,,32,0%,0%,0%,0%,0%,0%,0%,0%,,32,,,,,,,,,,32,,,,,,,,,,32,,,,,,,,,,32,,,,,,,,,,32,  ,  ,  ,  ,  ,  ,  ,  ,,32,,,,,,,,,,32,,,,,,,,,,32,  ,  ,  ,  ,  ,  ,  ,  ,,32,  ,  ,  ,  ,  ,  ,  ,  ,,32,,,,,,,,,,NGS,No,1.055,,32,  ,  ,  ,  ,  ,  ,  ,  ,,32,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,32, -   , -   , -   , -   , -   , -   , -   , -   ,,32, -   , -   , -   , -   , -   , -   , -   , -   ,,32,  ,  ,  ,  ,  ,  ,  ,  ,,32,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,48,-,0,0,0,0,0,0,0,0,,48,,,,,,,,,,48,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,  ,  ,  ,  ,  ,  ,  ,  ,,48,,,,,,,,,,48,,,,,,,,,,48,,,,,,,,,,48,,,,,,,,,,48,,,,,,,,,,48, -   , -   , -   , -   , -   , -   , -   , -   ,,48, -   , -   , -   , -   , -   , -   , -   , -   ,,48,0%,0%,0%,0%,0%,0%,0%,0%,,48,,,,,,,,,,48,,,,,,,,,,48,,,,,,,,,,48,,,,,,,,,,48,  ,  ,  ,  ,  ,  ,  ,  ,,48,,,,,,,,,,48,,,,,,,,,,48,  ,  ,  ,  ,  ,  ,  ,  ,,48,  ,  ,  ,  ,  ,  ,  ,  ,,48,,,,,,,,,,NGS,No,1.055,,48,  ,  ,  ,  ,  ,  ,  ,  ,,48,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,48, -   , -   , -   , -   , -   , -   , -   , -   ,,48, -   , -   , -   , -   , -   , -   , -   , -   ,,48,  ,  ,  ,  ,  ,  ,  ,  ,,48,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,64,-,0,0,0,0,0,0,0,0,,64,,,,,,,,,,64,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,  ,  ,  ,  ,  ,  ,  ,  ,,64,,,,,,,,,,64,,,,,,,,,,64,,,,,,,,,,64,,,,,,,,,,64,,,,,,,,,,64, -   , -   , -   , -   , -   , -   , -   , -   ,,64, -   , -   , -   , -   , -   , -   , -   , -   ,,64,0%,0%,0%,0%,0%,0%,0%,0%,,64,,,,,,,,,,64,,,,,,,,,,64,,,,,,,,,,64,,,,,,,,,,64,  ,  ,  ,  ,  ,  ,  ,  ,,64,,,,,,,,,,64,,,,,,,,,,64,  ,  ,  ,  ,  ,  ,  ,  ,,64,  ,  ,  ,  ,  ,  ,  ,  ,,64,,,,,,,,,,NGS,No,1.055,,64,  ,  ,  ,  ,  ,  ,  ,  ,,64,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,64, -   , -   , -   , -   , -   , -   , -   , -   ,,64, -   , -   , -   , -   , -   , -   , -   , -   ,,64,  ,  ,  ,  ,  ,  ,  ,  ,,64,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,80,-,0,0,0,0,0,0,0,0,,80,,,,,,,,,,80,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,  ,  ,  ,  ,  ,  ,  ,  ,,80,,,,,,,,,,80,,,,,,,,,,80,,,,,,,,,,80,,,,,,,,,,80,,,,,,,,,,80, -   , -   , -   , -   , -   , -   , -   , -   ,,80, -   , -   , -   , -   , -   , -   , -   , -   ,,80,0%,0%,0%,0%,0%,0%,0%,0%,,80,,,,,,,,,,80,,,,,,,,,,80,,,,,,,,,,80,,,,,,,,,,80,  ,  ,  ,  ,  ,  ,  ,  ,,80,,,,,,,,,,80,,,,,,,,,,80,  ,  ,  ,  ,  ,  ,  ,  ,,80,  ,  ,  ,  ,  ,  ,  ,  ,,80,,,,,,,,,,NGS,No,1.055,,80,  ,  ,  ,  ,  ,  ,  ,  ,,80,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,80, -   , -   , -   , -   , -   , -   , -   , -   ,,80, -   , -   , -   , -   , -   , -   , -   , -   ,,80,  ,  ,  ,  ,  ,  ,  ,  ,,80,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
